seed,organ,jamming,pmax_avoidance,pmax_reachability,pmax_safety,n_states,error
3,Lungs,1,0.9416283338535681,0.9416283338535681,0.7614963094263818,280,
3,Liver,1,0.9405573498361585,0.9405573498361585,0.7614963094263818,280,
3,Intestines,1,0.9426820137676036,0.9426820137676036,0.7614963094263818,280,
3,Pancreas,1,0.9437461622852346,0.9437461622852346,0.7614963094263818,280,
3,Kidneys,1,0.9438606643715763,0.9438606643715763,0.7614963094263818,280,
4,Heart,0,0.9787689171950823,0.9787689171950823,1.0,140,
4,Lungs,0,0.978768913742491,0.978768913742491,1.0,140,
4,Liver,0,0.9787689098920394,0.9787689098920394,1.0,140,
4,Intestines,0,0.9787689096675356,0.9787689096675356,1.0,140,
4,Pancreas,0,0.9787689094982952,0.9787689094982952,1.0,140,
4,Kidneys,0,0.9787689096717077,0.9787689096717077,1.0,140,
4,Heart,1,0.8791293027496175,0.8791293027496175,0.7635083411692659,276,
4,Lungs,1,0.8605479252705572,0.8605479252705572,0.7635083411692659,276,
4,Liver,1,0.8589250467508482,0.8589250467508482,0.7635083411692659,276,
4,Intestines,1,0.8582902833285304,0.8582902833285304,0.7635083411692659,276,
4,Pancreas,1,0.8572065741967007,0.8572065741967007,0.7635083411692659,276,
4,Kidneys,1,0.859223813997164,0.859223813997164,0.7635083411692659,276,
5,Heart,0,0.9987510426776781,0.9987510426776781,1.0,141,
5,Lungs,0,0.9987510426776781,0.9987510426776781,1.0,141,
5,Liver,0,0.9987510426776781,0.9987510426776781,1.0,141,
5,Intestines,0,0.9987510426776781,0.9987510426776781,1.0,141,
5,Pancreas,0,0.9987510426776781,0.9987510426776781,1.0,141,
5,Kidneys,0,0.9987510426776781,0.9987510426776781,1.0,141,
5,Heart,1,0.9822450037344723,0.9822450037344723,0.7652640191529508,275,
